Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2011","2011","tonnes","155.22","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2012","2012","tonnes","114.09","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2013","2013","tonnes","259.5","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2014","2014","tonnes","124.09","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2015","2015","tonnes","112.19","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2016","2016","tonnes","19","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2017","2017","tonnes","31","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2018","2018","tonnes","15","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2019","2019","tonnes","25","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1314","Insecticides – Botanical products and biologicals","2020","2020","tonnes","20","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1990","1990","tonnes","396","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1991","1991","tonnes","341","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1992","1992","tonnes","236","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1993","1993","tonnes","807","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1994","1994","tonnes","565","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1995","1995","tonnes","738","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1996","1996","tonnes","595","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1997","1997","tonnes","654","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1998","1998","tonnes","648","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","1999","1999","tonnes","598","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2000","2000","tonnes","705.39","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2001","2001","tonnes","714.37","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2002","2002","tonnes","843.99","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2003","2003","tonnes","478.04","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2004","2004","tonnes","401.05","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2005","2005","tonnes","360.88","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2006","2006","tonnes","347.74","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2007","2007","tonnes","701.4","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2008","2008","tonnes","645.55","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2009","2009","tonnes","646.68","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2010","2010","tonnes","633.6","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2011","2011","tonnes","553.37","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2012","2012","tonnes","503.01","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2013","2013","tonnes","485","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2014","2014","tonnes","372.21","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2015","2015","tonnes","443.66","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2016","2016","tonnes","15019","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2017","2017","tonnes","14096","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2018","2018","tonnes","15759","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2019","2019","tonnes","18191","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1315","Insecticides – Other","2020","2020","tonnes","20739","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1990","1990","tonnes","642","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1991","1991","tonnes","572","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1992","1992","tonnes","757","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1993","1993","tonnes","682","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1994","1994","tonnes","667","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1995","1995","tonnes","401","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1996","1996","tonnes","782","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1997","1997","tonnes","138","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1998","1998","tonnes","125","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","1999","1999","tonnes","87","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2000","2000","tonnes","84.03","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2001","2001","tonnes","90.83","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2002","2002","tonnes","137.4","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2003","2003","tonnes","128.04","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2004","2004","tonnes","192.49","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2005","2005","tonnes","147.8","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2006","2006","tonnes","104.88","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2007","2007","tonnes","121.74","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2008","2008","tonnes","123.02","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2009","2009","tonnes","87.57","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2010","2010","tonnes","108.14","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2011","2011","tonnes","110.28","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2012","2012","tonnes","169.53","A","Official figure"
