"smu","erodi","erodi_c","erodi_p","txerod","txerod_c","txerod_p","crusting","crusting_c","crusting_p","physchim","physchim_c","physchim_p","txcrust","txcrust_c","txcrust_p","eawc_sub","eawc_sub_c","eawc_sub_p","awc_sub","awc_sub_c","awc_sub_p","eawc_top","eawc_top_c","eawc_top_p","awc_top","awc_top_c","awc_top_p","pd_sub","pd_sub_c","pd_sub_p","pd_top","pd_top_c","pd_top_p","str_sub","str_sub_c","str_sub_p","str_top","str_top_c","str_top_p","td","td_c","td_p","vs","vs_c","vs_p","dr","dr_c","dr_p","bs_sub","bs_sub_c","bs_sub_p","bs_top","bs_top_c","bs_top_p","cec_sub","cec_sub_c","cec_sub_p","cec_top","cec_top_c","cec_top_p","min_sub","min_sub_c","min_sub_p","min_top","min_top_c","min_top_p","min","min_c","min_p","diff","diff_c","diff_p","atc","atc_c","atc_p","hg","hg_c","hg_p","dimp","dimp_c","dimp_p","dgh","dgh_c","dgh_p","pmh","pmh_c","pmh_p","peat","peat_c","peat_p","oc_top","oc_top_c","oc_top_p","alt","alt_c","alt_p","use","use_c","use_p","agli2nni","agli2nni_c","agli2nni_p","agli1nni","agli1nni_c","agli1nni_p","text","text_c","text_p"
"460042","5","m","69.000000","5","m","69.000000","4","m","54.000000","4","h","69.000000","3","m","62.000000","# ","v","72.000000","# ","v","72.000000","M ","m","69.000000","M ","m","69.000000","M","v","80.000000","L","m","100.000000","N","m","80.000000","H","m","74.000000","1","m","69.000000","15","m","80.000000","D","m","69.000000","L","m","77.000000","L","m","100.000000","M","v","100.000000","L","m","80.000000","M ","m","80.000000","KQ","m","54.000000","C ","h","54.000000","O","h","46.000000","M","m","100.000000","1L","v","42.000000","D","v","100.000000","V","h","80.000000","L","m","85.000000","N","h","80.000000","M","m","54.000000","U","m","85.000000","SN","m","100.000000","2","m","69.000000","3","m","57.000000","1","m","69.000000"
"460043","4","m","66.000000","4","m","66.000000","4","m","46.000000","4","h","65.000000","3","m","46.000000","# ","v","85.000000","# ","v","85.000000","H ","m","66.000000","H ","m","66.000000","M","v","85.000000","L","m","86.000000","N","m","85.000000","H","m","61.000000","2","m","66.000000","15","m","71.000000","D","m","68.000000","L","m","81.000000","L","m","86.000000","M","v","100.000000","M","l","64.000000","M ","m","85.000000","KQ","m","60.000000","C ","h","60.000000","H","h","46.000000","M","m","100.000000","1L","v","63.000000","D","v","100.000000","V","h","97.000000","L","m","81.000000","N","h","85.000000","M","m","49.000000","L","m","100.000000","SN","m","86.000000","2","m","65.000000","3","m","52.000000","2","m","66.000000"
"460044","4","m","74.000000","4","m","74.000000","4","m","37.000000","4","h","48.000000","3","m","60.000000","# ","v","62.000000","# ","v","62.000000","H ","m","74.000000","H ","m","74.000000","M","v","85.000000","L","m","95.000000","N","m","85.000000","H","m","52.000000","2","m","51.000000","15","m","80.000000","D","m","48.000000","L","m","66.000000","L","m","95.000000","M","v","100.000000","M","l","52.000000","M ","m","85.000000","M ","m","43.000000","ND","h","58.000000","O","h","58.000000","M","m","100.000000","1L","v","74.000000","D","v","100.000000","V","h","100.000000","L","m","89.000000","N","h","85.000000","M","m","37.000000","L","l","100.000000","SN","m","95.000000","2","m","48.000000","3","m","46.000000","2","m","74.000000"
"460045","4","m","75.000000","4","m","75.000000","5","m","44.000000","3","h","57.000000","5","m","44.000000","# ","v","80.000000","# ","v","80.000000","H ","m","75.000000","H ","m","75.000000","M","v","93.000000","L","v","69.000000","N","m","93.000000","G","m","44.000000","2","l","62.000000","15","m","62.000000","M","l","44.000000","L","m","69.000000","L","m","69.000000","M","v","100.000000","L","v","75.000000","M ","m","93.000000","KQ","m","49.000000","ND","h","51.000000","O","h","51.000000","M","m","100.000000","1L","v","75.000000","D","v","100.000000","V","h","100.000000","L","m","82.000000","N","h","93.000000","L","v","62.000000","L","m","100.000000","SN","m","69.000000","1","m","51.000000","1","m","56.000000","2","m","75.000000"
"460046","4","m","86.000000","4","m","86.000000","5","m","47.000000","3","h","70.000000","5","m","47.000000","# ","v","73.000000","# ","v","73.000000","H ","m","86.000000","H ","m","86.000000","M","v","96.000000","L","m","65.000000","N","m","96.000000","G","m","45.000000","2","l","63.000000","15","m","61.000000","M","l","47.000000","L","m","67.000000","L","m","65.000000","M","v","100.000000","L","l","80.000000","M ","m","96.000000","KQ","m","51.000000","C ","m","51.000000","O","h","49.000000","M","m","100.000000","1L","v","86.000000","D","v","100.000000","V","h","100.000000","L","m","90.000000","N","h","96.000000","L","m","57.000000","L","m","100.000000","SN","m","65.000000","1","m","51.000000","1","m","49.000000","2","m","86.000000"
"460047","4","m","75.000000","4","m","75.000000","3","m","42.000000","3","h","50.000000","3","m","56.000000","# ","v","55.000000","# ","v","55.000000","H ","m","75.000000","H ","m","75.000000","M","v","86.000000","L","m","87.000000","N","m","86.000000","G","m","48.000000","0","m","45.000000","15","m","73.000000","S","m","45.000000","L","m","58.000000","L","m","87.000000","M","v","100.000000","L","m","61.000000","M ","m","86.000000","M ","m","48.000000","ND","h","62.000000","O","h","62.000000","M","m","100.000000","1L","v","75.000000","D","v","100.000000","V","h","100.000000","L","m","89.000000","N","h","86.000000","V","m","31.000000","L","m","100.000000","SN","m","87.000000","2","m","36.000000","1","m","38.000000","2","m","75.000000"
"460048","4","m","68.000000","4","m","68.000000","4","m","52.000000","4","h","65.000000","3","m","60.000000","# ","v","73.000000","# ","v","73.000000","H ","m","68.000000","H ","m","68.000000","M","v","81.000000","L","m","97.000000","N","m","81.000000","H","m","71.000000","2","m","60.000000","15","m","78.000000","D","m","65.000000","L","m","79.000000","L","m","97.000000","M","v","100.000000","M","l","71.000000","M ","m","81.000000","KQ","m","55.000000","C ","h","55.000000","H","h","52.000000","M","m","100.000000","1L","v","63.000000","D","v","100.000000","V","h","100.000000","L","m","87.000000","N","h","81.000000","M","m","52.000000","U","m","84.000000","SN","m","97.000000","2","m","65.000000","3","m","57.000000","2","m","68.000000"
"460049","4","m","71.000000","4","m","71.000000","3","v","36.000000","4","h","53.000000","3","m","51.000000","# ","v","73.000000","# ","v","73.000000","H ","m","71.000000","H ","m","71.000000","M","v","90.000000","L","m","87.000000","N","m","90.000000","H","m","44.000000","2","m","54.000000","15","m","77.000000","D","m","53.000000","L","m","64.000000","L","m","87.000000","M","v","100.000000","L","v","56.000000","M ","m","90.000000","KQ","m","47.000000","ND","h","53.000000","O","h","53.000000","M","m","100.000000","1L","v","64.000000","D","v","100.000000","V","h","100.000000","L","m","81.000000","N","h","90.000000","L","v","39.000000","U","m","58.000000","SN","m","87.000000","2","m","53.000000","1","m","42.000000","2","m","71.000000"
"460050","4","m","57.000000","4","m","57.000000","4","m","52.000000","4","h","64.000000","3","m","60.000000","# ","v","67.000000","# ","v","67.000000","H ","m","57.000000","H ","m","57.000000","M","v","72.000000","L","m","97.000000","N","m","72.000000","H","m","80.000000","2","m","52.000000","15","m","69.000000","D","m","64.000000","L","m","80.000000","L","m","97.000000","M","v","100.000000","M","l","83.000000","M ","m","69.000000","KQ","m","52.000000","C ","h","52.000000","O","h","45.000000","M","m","100.000000","1L","v","47.000000","D","v","100.000000","V","h","90.000000","L","m","85.000000","N","h","72.000000","M","m","52.000000","U","m","85.000000","SN","m","97.000000","2","m","64.000000","3","m","52.000000","2","m","57.000000"
"460051","4","m","68.000000","4","m","68.000000","4","m","61.000000","4","h","43.000000","3","m","36.000000","# ","v","75.000000","# ","v","75.000000","H ","m","68.000000","H ","m","68.000000","M","v","75.000000","L","v","76.000000","N","m","75.000000","H","m","62.000000","2","m","43.000000","00","m","51.000000","D","m","68.000000","L","m","69.000000","L","m","76.000000","M","v","101.000000","M","l","62.000000","M ","m","75.000000","M ","m","39.000000","ND","h","65.000000","O","h","65.000000","M","m","101.000000","1L","v","60.000000","D","v","101.000000","V","h","93.000000","L","m","94.000000","N","h","75.000000","L","m","39.000000","L","l","101.000000","SN","m","76.000000","1","m","58.000000","1","m","58.000000","2","m","68.000000"
"460052","4","m","72.000000","4","m","72.000000","4","m","55.000000","4","h","64.000000","3","m","66.000000","# ","v","78.000000","# ","v","78.000000","H ","m","72.000000","H ","m","72.000000","M","v","85.000000","L","m","92.000000","N","m","85.000000","H","m","70.000000","2","m","65.000000","15","m","77.000000","D","m","64.000000","L","m","80.000000","L","m","92.000000","M","v","100.000000","M","l","74.000000","M ","m","81.000000","KQ","m","59.000000","C ","h","59.000000","H","h","55.000000","M","m","100.000000","1L","v","66.000000","D","v","100.000000","V","h","100.000000","L","m","87.000000","N","h","85.000000","M","m","55.000000","U","m","83.000000","SN","m","92.000000","2","m","64.000000","3","m","61.000000","2","m","72.000000"
"460053","4","m","60.000000","4","m","60.000000","4","m","49.000000","4","h","59.000000","3","m","53.000000","# ","v","66.000000","# ","v","66.000000","H ","m","60.000000","H ","m","60.000000","M","v","70.000000","L","m","96.000000","N","m","70.000000","H","m","79.000000","2","m","56.000000","15","m","66.000000","D","m","59.000000","L","m","86.000000","L","m","96.000000","M","v","100.000000","M","l","79.000000","M ","m","70.000000","KQ","m","53.000000","C ","h","53.000000","O","h","47.000000","M","m","100.000000","1L","v","50.000000","D","v","100.000000","V","h","90.000000","L","m","90.000000","N","h","70.000000","M","m","49.000000","L","m","100.000000","SN","m","96.000000","2","m","59.000000","3","m","52.000000","2","m","60.000000"
"460054","4","m","63.000000","4","m","63.000000","3","v","36.000000","4","h","50.000000","3","m","50.000000","# ","v","63.000000","# ","v","63.000000","H ","m","63.000000","H ","m","63.000000","M","v","81.000000","L","m","90.000000","N","m","81.000000","H","m","51.000000","2","m","45.000000","15","m","71.000000","D","m","50.000000","L","m","64.000000","L","m","90.000000","M","v","100.000000","M","l","51.000000","M ","m","81.000000","KQ","m","42.000000","ND","h","58.000000","O","h","58.000000","M","m","100.000000","1L","v","56.000000","D","v","100.000000","V","h","93.000000","L","m","82.000000","N","h","81.000000","M","m","32.000000","L","m","100.000000","SN","m","90.000000","2","m","50.000000","1","m","47.000000","2","m","63.000000"
"460055","4","m","55.000000","4","m","55.000000","4","m","43.000000","4","h","58.000000","3","m","48.000000","# ","v","65.000000","# ","v","65.000000","H ","m","55.000000","H ","m","55.000000","M","v","70.000000","L","v","100.000000","N","m","70.000000","H","m","73.000000","2","m","50.000000","15","m","70.000000","D","m","60.000000","L","m","80.000000","L","m","100.000000","M","v","100.000000","M","l","75.000000","M ","m","70.000000","KQ","m","43.000000","ND","h","57.000000","O","h","57.000000","M","m","100.000000","1L","v","43.000000","D","v","100.000000","V","h","88.000000","L","m","85.000000","N","h","70.000000","M","m","45.000000","L","m","100.000000","SN","m","100.000000","2","m","58.000000","3","m","50.000000","2","m","55.000000"
"460056","4","m","43.000000","4","m","43.000000","3","v","48.000000","4","h","52.000000","2","v","34.000000","# ","v","63.000000","# ","v","63.000000","H ","m","43.000000","H ","m","43.000000","M","v","77.000000","L","v","82.000000","N","m","77.000000","G","m","48.000000","1","v","34.000000","15","m","66.000000","D","m","52.000000","H","l","48.000000","L","m","82.000000","M","v","93.000000","L","v","59.000000","M ","m","77.000000","M ","m","48.000000","ND","h","64.000000","O","h","64.000000","M","m","93.000000","1L","v","43.000000","D","v","93.000000","V","h","93.000000","L","m","59.000000","N","h","77.000000","L","v","45.000000","L","m","93.000000","SN","m","82.000000","2","m","52.000000","1","m","61.000000","2","m","43.000000"
"460057","4","m","58.000000","4","m","58.000000","4","m","35.000000","4","h","60.000000","3","m","44.000000","# ","v","74.000000","# ","v","74.000000","H ","m","58.000000","H ","m","58.000000","M","v","83.000000","L","v","89.000000","N","m","83.000000","H","m","52.000000","2","m","49.000000","15","m","72.000000","D","m","60.000000","L","m","66.000000","L","m","89.000000","M","v","100.000000","M","l","52.000000","M ","m","83.000000","KQ","m","46.000000","ND","h","54.000000","O","h","54.000000","M","m","100.000000","1L","v","58.000000","D","v","100.000000","V","h","100.000000","L","m","75.000000","N","h","83.000000","L","v","39.000000","L","m","100.000000","SN","m","89.000000","2","m","60.000000","1","m","53.000000","2","m","58.000000"
"460058","4","m","47.000000","4","m","47.000000","4","m","38.000000","4","h","62.000000","3","m","42.000000","# ","v","67.000000","# ","v","67.000000","H ","m","47.000000","H ","m","47.000000","M","v","71.000000","L","v","98.000000","N","m","71.000000","H","m","67.000000","2","m","43.000000","15","m","69.000000","D","m","62.000000","L","m","72.000000","L","m","98.000000","M","v","100.000000","M","l","67.000000","M ","m","71.000000","KQ","m","40.000000","ND","h","60.000000","O","h","60.000000","M","m","100.000000","2 ","v","39.000000","D","v","100.000000","V","h","90.000000","L","m","76.000000","N","h","71.000000","M","m","38.000000","L","m","100.000000","SN","m","98.000000","2","m","62.000000","1","m","55.000000","2","m","47.000000"
"460059","4","m","48.000000","4","m","48.000000","4","m","42.000000","4","h","56.000000","3","m","45.000000","# ","v","59.000000","# ","v","59.000000","H ","m","48.000000","H ","m","48.000000","M","v","62.000000","L","v","100.000000","N","m","62.000000","H","m","80.000000","2","m","45.000000","15","m","62.000000","D","m","56.000000","L","m","83.000000","L","m","100.000000","M","v","100.000000","M","v","80.000000","M ","m","62.000000","KQ","m","42.000000","ND","h","58.000000","O","h","58.000000","L","m","100.000000","2 ","v","48.000000","D","v","100.000000","V","h","90.000000","L","m","86.000000","N","h","62.000000","H","v","48.000000","L","m","100.000000","SN","m","100.000000","2","m","56.000000","1","m","52.000000","2","m","48.000000"
"460060","4","m","58.000000","4","m","58.000000","4","m","48.000000","4","h","64.000000","3","m","56.000000","# ","v","70.000000","# ","v","70.000000","H ","m","58.000000","H ","m","58.000000","M","v","76.000000","L","m","96.000000","N","m","76.000000","H","m","72.000000","2","m","52.000000","15","m","72.000000","D","m","64.000000","L","m","76.000000","L","m","96.000000","M","v","100.000000","M","l","74.000000","M ","m","74.000000","KQ","m","50.000000","C ","h","50.000000","O","h","48.000000","L","m","100.000000","1L","v","46.000000","D","v","100.000000","V","h","90.000000","L","m","82.000000","N","h","76.000000","M","m","54.000000","U","m","80.000000","SN","m","96.000000","2","m","64.000000","3","m","50.000000","2","m","58.000000"
"460061","4","m","59.000000","4","m","59.000000","4","m","54.000000","4","h","80.000000","3","m","57.000000","# ","v","82.000000","# ","v","82.000000","H ","m","59.000000","H ","m","59.000000","M","v","85.000000","L","m","100.000000","N","m","85.000000","H","m","69.000000","2","m","56.000000","15","m","85.000000","D","m","80.000000","L","m","71.000000","L","m","100.000000","M","v","100.000000","M","l","69.000000","M ","m","85.000000","KQ","m","54.000000","C ","h","54.000000","H","h","54.000000","L","m","100.000000","1L","v","57.000000","D","v","100.000000","V","h","100.000000","L","m","74.000000","N","h","85.000000","M","m","80.000000","U","m","74.000000","SN","m","100.000000","2","m","80.000000","3","m","56.000000","2","m","59.000000"
"460062","4","v","60.000000","4","v","60.000000","3","v","60.000000","1","h","40.000000","1","v","40.000000","# ","v","60.000000","# ","v","60.000000","# ","v","40.000000","# ","v","40.000000","M","v","60.000000","L","v","100.000000","N","m","60.000000","H","m","70.000000","0","v","40.000000","00","m","70.000000","D","m","60.000000","L","m","100.000000","L","m","100.000000","M","v","100.000000","M","v","70.000000","NA","m","70.000000","NA","m","70.000000","ND","h","70.000000","O","h","70.000000","L","m","100.000000","4W","v","40.000000","D","v","100.000000","V","h","70.000000","L","m","70.000000","N","h","60.000000","M","v","60.000000","U","m","100.000000","SN","m","100.000000","1","m","70.000000","1","m","70.000000","8","v","40.000000"
"460063","0","v","100.000000","0","v","100.000000","3","v","100.000000","3","h","100.000000","3","v","100.000000","# ","v","100.000000","# ","v","100.000000","# ","v","100.000000","# ","v","100.000000","M","v","100.000000","M","v","100.000000","N","m","100.000000","N","v","100.000000","0","v","100.000000","00","m","100.000000"," ","v","100.000000","H","l","100.000000","H","v","100.000000","M","v","100.000000","M","v","100.000000","NA","h","100.000000","NA","h","100.000000","  ","v","100.000000"," ","v","100.000000","L","v","100.000000","1C","v","100.000000","D","v","100.000000","V","h","100.000000","#","v","100.000000","N","h","100.000000","L","v","100.000000","U","m","100.000000","# ","v","100.000000","1","v","100.000000","1","v","100.000000","0","v","100.000000"
"470001","4","v","50.000000","4","v","50.000000","2","v","50.000000","3","h","100.000000","2","v","50.000000","# ","v","50.000000","# ","v","50.000000","M ","v","100.000000","M ","v","100.000000","M","v","100.000000","M","v","100.000000","N","m","100.000000","N","v","100.000000","0","v","90.000000","00","l","90.000000","S","l","90.000000","H","l","50.000000","H","v","100.000000","L","l","50.000000","L","v","100.000000","M ","l","50.000000","M ","l","50.000000","ND","h","100.000000","O","h","100.000000","L","l","60.000000","1C","v","50.000000","D","v","100.000000","V","h","100.000000","#","v","50.000000","N","h","100.000000","V","v","100.000000","U","l","100.000000","# ","v","100.000000","1","l","100.000000","1","l","50.000000","1","v","100.000000"
"470002","4","v","100.000000","5","v","100.000000","2","v","100.000000","2","h","100.000000","3","v","100.000000","VH","l","100.000000","VH","l","100.000000","M ","v","100.000000","M ","v","100.000000","M","l","100.000000","L","v","100.000000","N","m","100.000000","H","l","100.000000","0","v","100.000000","00","l","100.000000","S","l","100.000000","H","l","100.000000","L","l","100.000000","L","l","100.000000","L","v","100.000000","M ","l","100.000000","M ","l","100.000000","ND","h","100.000000","O","h","100.000000","L","l","100.000000","2 ","v","100.000000","D","v","100.000000","S","h","100.000000","L","l","100.000000","N","l","100.000000","M","v","100.000000","L","l","100.000000","MG","l","100.000000","1","l","100.000000","1","l","100.000000","1","v","100.000000"
"470003","4","m","50.000000","4","m","50.000000","3","m","75.000000","3","h","50.000000","3","m","50.000000","L ","m","75.000000","L ","m","75.000000","H ","m","50.000000","H ","m","50.000000","M","m","75.000000","L","v","50.000000","N","m","75.000000","N","m","50.000000","2","m","50.000000","00","m","75.000000","V","m","50.000000","H","l","50.000000","H","m","50.000000","L","m","75.000000","M","l","75.000000","M ","m","75.000000","M ","m","75.000000","ND","h","100.000000","O","h","100.000000","M","m","75.000000","2 ","m","75.000000","D","v","100.000000","V","h","100.000000","L","m","75.000000","N","h","75.000000","M","l","50.000000","L","m","75.000000","C ","m","50.000000","1","m","100.000000","1","m","75.000000","2","m","50.000000"
"470004","5","v","80.000000","5","v","80.000000","4","v","60.000000","4","h","60.000000","3","v","80.000000","L ","m","80.000000","L ","m","80.000000","M ","v","80.000000","M ","v","80.000000","M","m","80.000000","L","v","80.000000","N","m","80.000000","H","m","80.000000","1","v","80.000000","15","m","80.000000","D","m","60.000000","L","m","100.000000","L","m","80.000000","L","m","80.000000","L","v","80.000000","M ","m","80.000000","KQ","m","60.000000","C ","h","60.000000","H","h","50.000000","L","m","90.000000","1L","v","50.000000","D","v","100.000000","V","h","90.000000","L","m","100.000000","N","h","80.000000","M","v","60.000000","L","m","80.000000","SN","m","80.000000","1","m","100.000000","3","m","80.000000","1","v","80.000000"
"470005","5","v","75.000000","5","v","100.000000","4","v","75.000000","4","h","75.000000","4","v","75.000000","VH","l","100.000000","VH","l","100.000000","M ","v","100.000000","M ","v","100.000000","M","l","100.000000","L","v","100.000000","N","m","100.000000","G","l","75.000000","1","v","75.000000","00","l","100.000000","D","l","75.000000","H","l","100.000000","L","l","100.000000","M","l","75.000000","L","v","100.000000","MS","l","75.000000","MS","l","75.000000","ND","h","100.000000","O","h","100.000000","M","l","75.000000","1L","v","75.000000","D","v","100.000000","V","h","75.000000","L","l","100.000000","N","h","100.000000","L","v","75.000000","L","l","100.000000","SN","l","75.000000","1","l","100.000000","1","l","100.000000","1","v","100.000000"
"470006","5","l","80.000000","5","l","80.000000","3","l","60.000000","3","h","60.000000","3","l","100.000000","L ","l","40.000000","L ","l","40.000000","M ","v","80.000000","M ","v","80.000000","M","l","100.000000","M","v","60.000000","N","m","100.000000","N","v","60.000000","0","l","60.000000","00","l","60.000000","S","l","60.000000","L","l","80.000000","H","v","100.000000","L","l","80.000000","L","v","80.000000","M ","l","80.000000","KQ","l","40.000000","ND","h","60.000000","O","h","60.000000","L","l","100.000000","1L","l","40.000000","D","l","100.000000","V","h","100.000000","L","l","80.000000","N","h","100.000000","V","v","60.000000","U","l","100.000000","# ","v","100.000000","1","l","100.000000","3","l","40.000000","1","l","80.000000"
"470007","5","v","90.000000","5","v","90.000000","3","v","55.000000","4","h","90.000000","2","v","65.000000","L ","m","90.000000","L ","m","90.000000","M ","v","100.000000","M ","v","100.000000","M","m","100.000000","L","v","90.000000","N","m","100.000000","G","m","55.000000","1","v","90.000000","15","m","90.000000","D","m","90.000000","H","l","65.000000","L","m","90.000000","L","m","90.000000","L","v","100.000000","M ","m","90.000000","M ","m","55.000000","ND","h","65.000000","O","h","65.000000","M","m","55.000000","1S","v","55.000000","D","v","100.000000","V","h","100.000000","S","m","55.000000","N","h","100.000000","L","v","55.000000","U","m","65.000000","SN","m","90.000000","1","m","100.000000","2","m","55.000000","1","v","100.000000"
"470008","5","v","80.000000","5","v","80.000000","4","v","50.000000","3","h","50.000000","3","v","80.000000","L ","m","50.000000","L ","m","50.000000","M ","v","100.000000","M ","v","100.000000","M","m","100.000000","L","v","50.000000","N","m","100.000000","H","m","50.000000","0","v","50.000000","00","l","50.000000","D","m","50.000000","L","m","80.000000","H","v","50.000000","L","m","80.000000","L","v","100.000000","M ","m","80.000000","KQ","m","50.000000","C ","h","50.000000","O","h","50.000000","L","m","60.000000","1L","v","40.000000","D","v","100.000000","V","h","90.000000","L","m","80.000000","N","h","100.000000","M","v","50.000000","L","m","50.000000","# ","v","50.000000","1","l","100.000000","3","m","50.000000","1","v","100.000000"
"470009","4","m","60.000000","4","m","60.000000","3","m","100.000000","3","h","60.000000","3","m","60.000000","L ","m","100.000000","L ","m","100.000000","H ","m","60.000000","H ","m","60.000000","M","m","100.000000","M","m","60.000000","N","m","100.000000","N","m","60.000000","2","m","60.000000","00","m","60.000000","V","m","60.000000","L","m","60.000000","H","m","60.000000","L","m","100.000000","M","l","60.000000","M ","m","100.000000","M ","m","100.000000","ND","h","100.000000","O","h","100.000000","M","m","100.000000","2 ","m","60.000000","D","m","100.000000","V","h","100.000000","L","m","60.000000","N","h","100.000000","M","l","60.000000","L","m","60.000000","C ","m","60.000000","1","m","100.000000","1","m","60.000000","2","m","60.000000"
"470010","5","v","60.000000","5","v","60.000000","3","m","50.000000","4","h","60.000000","3","v","90.000000","L ","m","100.000000","L ","m","100.000000","M ","v","60.000000","M ","v","60.000000","M","m","100.000000","L","v","60.000000","N","m","100.000000","H","m","50.000000","1","v","60.000000","15","m","60.000000","D","m","60.000000","L","m","90.000000","L","m","60.000000","L","m","100.000000","L","v","60.000000","M ","m","100.000000","KQ","m","50.000000","C ","h","50.000000","O","h","50.000000","M","m","55.000000","1L","v","45.000000","D","v","100.000000","V","h","95.000000","L","m","90.000000","N","h","100.000000","M","v","90.000000","L","m","90.000000","SN","m","60.000000","1","m","100.000000","3","m","50.000000","1","v","60.000000"
"470011","5","v","80.000000","5","v","80.000000","4","v","80.000000","4","h","80.000000","4","v","45.000000","VH","l","45.000000","VH","l","45.000000","M ","v","100.000000","M ","v","100.000000","M","l","100.000000","L","v","80.000000","N","m","100.000000","G","l","45.000000","1","v","80.000000","00","l","65.000000","D","l","80.000000","H","l","65.000000","L","l","80.000000","M","l","65.000000","L","v","100.000000","MS","l","45.000000","MS","l","45.000000","ND","h","65.000000","O","h","65.000000","L","m","55.000000","1L","v","80.000000","D","v","100.000000","V","h","100.000000","L","l","80.000000","N","h","100.000000","L","v","45.000000","L","l","80.000000","SN","l","80.000000","1","l","100.000000","1","l","65.000000","1","v","100.000000"
"470012","4","l","70.000000","4","l","80.000000","3","l","50.000000","3","h","70.000000","3","l","80.000000","H ","l","50.000000","H ","l","50.000000","H ","l","60.000000","H ","l","60.000000","M","l","100.000000","L","l","70.000000","N","m","100.000000","G","l","40.000000","2","l","50.000000","00","l","80.000000","D","l","60.000000","H","l","70.000000","M","l","40.000000","L","l","70.000000","L","v","80.000000","M ","l","70.000000","M ","l","50.000000","ND","h","80.000000","O","h","80.000000","L","l","50.000000","1L","l","60.000000","D","l","100.000000","V","h","90.000000","L","l","80.000000","N","h","100.000000","L","l","40.000000","L","l","80.000000","MG","l","50.000000","1","l","100.000000","1","l","80.000000","2","l","60.000000"
"470013","1","v","70.000000","1","v","70.000000","1","v","70.000000","1","h","70.000000","1","v","70.000000","# ","m","80.000000","# ","m","80.000000","# ","v","70.000000","# ","v","70.000000","L","m","70.000000","L","v","90.000000","O","h","70.000000","H","h","70.000000","0","v","80.000000","00","m","100.000000","S","h","80.000000","L","h","70.000000","L","h","90.000000","M","l","100.000000","M","v","70.000000","NA","h","80.000000","NA","h","80.000000","ND","h","100.000000","O","h","100.000000","M","h","90.000000","2 ","v","70.000000","D","v","100.000000","V","h","100.000000","L","h","90.000000","Y","h","70.000000","H","v","70.000000","L","h","90.000000","SN","h","90.000000","1","h","100.000000","1","h","100.000000","8","v","70.000000"
"470014","4","v","60.000000","4","v","60.000000","2","v","60.000000","3","h","80.000000","2","v","60.000000","# ","v","60.000000","# ","v","60.000000","M ","v","100.000000","M ","v","100.000000","M","v","100.000000","M","v","80.000000","N","m","100.000000","N","v","80.000000","0","v","60.000000","00","l","80.000000","S","l","60.000000","H","l","80.000000","H","v","80.000000","M","v","80.000000","L","v","100.000000","NA","l","60.000000","NA","l","60.000000","ND","h","100.000000","O","h","100.000000","L","l","80.000000","1C","v","60.000000","D","v","100.000000","V","h","100.000000","#","v","60.000000","N","h","100.000000","V","v","80.000000","U","l","80.000000","# ","v","80.000000","1","l","100.000000","1","l","80.000000","1","v","100.000000"
"470015","5","v","80.000000","5","v","80.000000","3","v","70.000000","3","h","90.000000","3","v","80.000000","L ","l","40.000000","L ","l","40.000000","M ","v","100.000000","M ","v","100.000000","M","l","100.000000","M","v","90.000000","N","m","100.000000","N","v","90.000000","0","v","60.000000","00","l","60.000000","S","l","60.000000","L","l","80.000000","H","v","100.000000","L","l","80.000000","L","v","100.000000","M ","l","80.000000","M ","l","70.000000","ND","h","90.000000","O","h","90.000000","L","l","60.000000","4D","v","70.000000","D","v","100.000000","V","h","100.000000","L","l","80.000000","N","h","100.000000","V","v","90.000000","U","l","100.000000","# ","v","100.000000","1","l","100.000000","3","l","40.000000","1","v","100.000000"
"470016","5","v","60.000000","5","v","60.000000","4","v","60.000000","4","h","60.000000","3","v","80.000000","L ","m","80.000000","L ","m","80.000000","M ","v","60.000000","M ","v","60.000000","M","m","100.000000","L","v","60.000000","N","m","100.000000","H","m","60.000000","1","v","60.000000","15","m","60.000000","D","m","60.000000","L","m","80.000000","L","m","60.000000","L","m","100.000000","L","v","80.000000","M ","m","100.000000","KQ","m","60.000000","C ","h","60.000000","H","h","60.000000","M","m","60.000000","2 ","m","60.000000","D","m","100.000000","V","h","60.000000","L","m","100.000000","N","h","100.000000","M","v","80.000000","L","m","100.000000","SN","m","60.000000","1","m","100.000000","3","m","60.000000","1","v","60.000000"
"470017","4","h","70.000000","5","v","60.000000","5","h","40.000000","5","h","40.000000","4","h","70.000000","VH","l","100.000000","VH","l","100.000000","M ","v","60.000000","M ","v","60.000000","M","l","100.000000","L","v","60.000000","N","m","100.000000","N","m","40.000000","3","m","40.000000","00","l","100.000000","V","m","40.000000","H","l","100.000000","L","l","60.000000","L","l","70.000000","L","v","100.000000","M ","h","70.000000","M ","h","70.000000","ND","h","60.000000","O","h","60.000000","M","h","70.000000","2 ","m","70.000000","D","v","100.000000","M","m","40.000000","L","l","100.000000","N","h","100.000000","L","m","70.000000","L","l","100.000000","C ","h","40.000000","1","l","100.000000","1","l","100.000000","1","v","60.000000"
